number of bedrooms,number of bathrooms,living area,lot area,number of floors,number of views,Area of the house(excluding basement),Area of the basement,Built Year,Renovation Year,Postal Code,Lattitude,Longitude,living_area_renov,Number of schools nearby,Distance from the airport,Price
4,2.5,2310,3570,1.5,0,1490,820,1927,2014,122028,52.9189,-114.537,1580,2,78,700000
4,2.5,2310,5100,2,0,2310,0,2013,0,122050,52.9339,-114.55,1260,3,59,685000
4,2.5,3190,11375,1,0,2210,980,1946,0,122022,52.934,-114.49,1100,1,66,659000
4,2.25,2060,8470,1,0,1440,620,1983,0,122027,52.7905,-114.314,2180,3,65,655000
2,2.5,1740,2500,2,2,1210,530,1994,0,122047,52.852,-114.49,1640,2,57,650000
2,1,1890,5202,1.5,0,1890,0,1909,0,122007,52.9086,-114.569,1670,1,65,645500
3,2.5,2670,10082,1,0,2670,0,1987,0,122019,52.8659,-114.235,2740,1,59,642000
4,2.5,2560,8780,2,0,2560,0,1992,0,122011,52.8017,-114.181,2780,2,63,642000
4,3.25,4240,25639,2,3,3550,690,1989,0,122018,52.5541,-114.568,3590,1,62,625000
4,2,2340,50233,1,0,1170,1170,1966,0,122020,52.8205,-114.212,2470,1,79,568000
3,1.5,2000,7350,1,0,2000,0,1953,0,122050,52.9361,-114.558,1890,1,56,560000
4,2.5,2720,4738,2,0,2720,0,2012,0,122008,52.745,-114.059,2590,3,53,545000
3,2.5,1950,9906,2,0,1950,0,1988,0,122019,52.8663,-114.215,1860,3,64,530000
4,2.75,2620,6019,2,0,2620,0,2013,0,122025,52.714,-113.961,2790,1,76,499431
3,1.75,1920,5405,1,2,960,960,1947,0,122064,52.7883,-114.57,1190,1,71,490000
3,2.5,2260,19821,2,0,2260,0,1994,0,122046,52.678,-114.278,2750,2,53,489000
2,2,1540,54450,2,0,1540,0,1983,0,122045,52.868,-114.143,2280,3,50,475000
4,2.25,1820,20349,1,0,1340,480,1977,0,122021,52.9715,-114.286,1270,2,74,465000
3,1.75,2580,11000,1,0,1290,1290,1951,0,122027,52.7946,-114.371,2280,2,60,459900
5,2.5,3090,23265,1,0,2990,100,1957,0,122017,53.0009,-114.402,2560,2,66,458000
5,2.75,2220,4000,1,0,1230,990,1973,0,122054,52.8054,-114.495,1580,2,54,427000
3,1.75,1680,3000,1,2,840,840,1900,0,122028,52.916,-114.536,1540,2,53,425000
3,1.75,1510,44000,1,0,1240,270,1989,0,122025,52.7151,-113.906,2290,2,68,425000
3,2.25,1820,8058,1,0,1260,560,1974,0,122033,52.9541,-114.358,1850,1,50,425000
2,1.75,1340,4664,1,0,1340,0,2004,0,122045,52.9482,-114.224,1350,1,56,415000
2,1,940,4800,1,0,940,0,1911,1955,122009,52.8056,-114.604,980,1,67,399000
4,2.5,2910,5000,2,0,2910,0,2002,0,122035,52.6082,-114.317,2740,3,62,395000
3,2,2120,7560,1,0,2120,0,1991,0,122046,52.665,-114.35,2660,1,67,386000
3,1,1220,4800,1,0,1220,0,1901,0,122044,52.8401,-114.497,1200,2,50,385000
3,2.5,1860,3690,2,0,1860,0,2000,0,122058,53.006,-114.429,1870,2,79,384950
3,1,1200,9800,1,0,1200,0,1971,0,122021,52.9712,-114.299,1220,2,78,374000
3,2,1550,8509,1,0,1150,400,1959,0,122034,52.7599,-114.534,1840,2,61,369000
3,2.25,1490,4522,2,0,1490,0,2009,0,122058,52.9911,-114.423,1580,3,78,365250
2,1,1090,5000,1,0,730,360,1942,0,122064,52.7558,-114.568,990,2,59,356700
3,2.5,2200,7278,2,0,2200,0,1990,0,122046,52.6924,-114.322,2190,2,78,349900
2,1,1000,4776,1,0,1000,0,1942,0,122059,52.7919,-114.505,1500,3,70,332000
2,2.5,1240,1546,2,0,1240,0,2007,0,122059,52.7934,-114.488,1520,3,52,330000
3,1.75,2180,10230,1,0,1090,1090,1961,0,122051,52.7458,-114.471,2130,3,55,325000
4,2.5,2280,7200,2,0,2280,0,1994,0,122065,52.6129,-114.397,2250,1,64,322000
3,2,1060,1716,1,0,1060,0,1981,0,122064,52.7823,-114.562,1080,2,67,315000
3,1,1210,9525,1,0,1210,0,1955,0,122034,52.7574,-114.535,1680,2,69,299950
2,1,1880,7560,1,0,940,940,1919,0,122064,52.7561,-114.564,1280,3,72,280000
3,1.75,1050,5850,1,0,1050,0,1980,0,122031,52.6874,-114.548,1220,3,73,260000
4,1,1290,5000,1.5,0,1290,0,1957,0,122052,52.743,-114.548,1440,2,53,249950
3,2,1330,6000,1,0,630,700,1900,0,122059,52.7555,-114.517,1140,3,52,240000
3,2,1560,7352,1,0,1560,0,1992,0,122039,52.5104,-114.441,1120,1,54,196440
3,2.25,1590,11745,1,0,1090,500,1978,0,122039,52.5853,-114.47,1540,1,67,190000
2,1.5,1220,3568,1.5,0,1220,0,1976,0,122043,52.6104,-114.508,1180,3,78,168000
3,2.5,2460,12028,2,0,2460,0,1996,0,122005,52.921,-114.285,2540,1,61,693000
3,2.25,2675,40910,2,0,2675,0,1984,0,122020,52.8216,-114.245,2300,1,58,660000
3,2.25,1760,1146,3,0,1760,0,2014,0,122044,52.8373,-114.494,1346,1,62,615000
4,2.5,2550,6256,2,0,2550,0,1992,0,122021,53.0042,-114.356,2460,2,75,587000
5,2.75,2080,13189,2,0,2080,0,1987,0,122019,52.8588,-114.221,2030,2,61,538888
3,2.5,1960,3480,2,0,1960,0,2004,0,122053,52.7102,-114.37,2560,3,68,289950
5,3,3640,8239,2,3,2540,1100,1982,0,122029,52.8142,-114.301,3330,2,64,1600000
4,3.5,3480,7232,2,0,2580,900,1926,2010,122054,52.8159,-114.481,2380,1,80,1510000
4,2,2630,16475,2,0,2630,0,1953,0,122048,52.869,-114.409,2670,3,58,843500
4,1.75,2780,9900,2,0,2780,0,1978,0,122019,52.8648,-114.25,2600,2,72,660000
3,1.75,1620,7330,1,0,1090,530,1974,0,122033,52.9448,-114.403,1380,3,62,459000
1,1,750,4000,1,0,750,0,1918,0,122016,52.7543,-114.58,1770,3,67,250000
3,1.75,1790,12000,1,0,1040,750,1960,0,122043,52.6245,-114.503,1840,1,54,243000
4,3.5,4370,8510,2,1,3610,760,2003,0,122048,52.8176,-114.394,2960,3,60,1970000
5,3.25,3160,13238,2,0,3160,0,1972,0,122057,52.7673,-114.414,2360,1,74,1250000
3,2.5,2230,5750,2,0,2230,0,2003,0,122010,52.9238,-114.403,1900,2,58,1040000
3,2.5,2730,5832,2,0,2730,0,1998,0,122049,52.8516,-114.351,2360,3,58,1000000
3,1.75,1670,5400,2,0,1670,0,1912,0,122047,52.865,-114.474,2100,3,74,985000
4,2.5,2460,5000,2,0,1620,840,1938,0,122047,52.8582,-114.483,2320,1,61,965000
3,2.25,3020,43560,2,0,2720,300,1969,0,122049,52.8756,-114.363,3910,3,63,955000
4,2.75,3270,12880,2,0,3270,0,2014,0,122010,52.8979,-114.362,2420,1,72,939000
4,3,4500,21780,2,2,3040,1460,1980,0,122057,52.7881,-114.403,3540,2,64,870000
3,1.75,2160,6272,1,0,1390,770,1960,0,122006,52.9077,-114.496,1290,3,54,820000
4,1.5,1840,4337,2,0,1840,0,1917,0,122047,52.8612,-114.497,2250,2,73,809000
2,2.5,2210,6327,1,0,2210,0,2003,0,122045,52.9414,-114.22,2170,1,57,802000
3,3,3740,39640,2,2,3740,0,1991,0,122069,52.6336,-114.652,2930,3,71,789000
4,2,2360,6000,1,0,1260,1100,1939,0,122032,52.8834,-114.6,1720,3,63,730000
4,2.5,3190,7869,2,2,3190,0,2001,0,122008,52.7617,-114.056,2630,2,61,725995
4,3.25,4400,186846,2,0,4400,0,1993,0,122068,52.3893,-114.147,2280,1,69,687000
3,1.5,1840,9990,2,0,1840,0,1961,0,122050,52.9445,-114.559,2100,2,63,686000
3,2.25,2610,9002,2,0,2610,0,1988,0,122005,52.9209,-114.294,2320,2,59,675000
4,2.5,2710,5500,2,0,2710,0,1999,0,122019,52.8327,-114.213,2710,3,50,668500
4,2.5,2720,10000,2,0,2720,0,1987,0,122019,52.8593,-114.241,2720,3,80,665000
4,2.25,1990,4600,1.5,2,1420,570,1932,0,122064,52.7938,-114.57,1810,3,71,661000
3,2.5,2290,3475,2,0,2290,0,2006,0,122011,52.7851,-114.191,2340,1,65,653000
4,2.5,2430,14400,1,0,1670,760,1963,0,122030,52.8502,-114.328,2140,2,62,645000
3,2.5,1960,4166,1,0,980,980,1940,0,122051,52.7955,-114.46,1440,2,60,635000
3,2,1760,5000,1,0,960,800,1920,0,122032,52.8708,-114.593,1380,2,74,629000
4,2.5,2150,9070,2,0,2150,0,1985,0,122005,52.9579,-114.297,2230,2,70,615000
5,2.5,3990,3839,1,0,1990,2000,1962,0,122047,52.8536,-114.489,2090,3,60,610000
5,2.75,2910,36250,1,0,1590,1320,1977,0,122020,52.8216,-114.266,2910,1,58,585083
4,2.5,2220,7064,2,0,2220,0,1988,0,122011,52.8016,-114.212,2220,2,80,580000
3,2.75,2180,7519,1,0,1310,870,1981,0,122005,52.9259,-114.315,1510,1,76,568500
3,2.75,2930,5569,1,0,1860,1070,2004,0,122021,52.9948,-114.354,2580,3,55,559900
3,2,1810,5040,1.5,0,1810,0,1925,0,122028,52.9159,-114.529,1518,2,71,550000
3,2.5,1840,3035,1,0,920,920,1926,0,122004,52.8857,-114.517,1780,1,64,550000
3,1.5,1790,8203,1.5,1,1790,0,1910,0,122009,52.8068,-114.593,1960,2,62,544000
4,1.75,1720,4240,1.5,0,1460,260,1925,0,122054,52.809,-114.484,1930,2,52,540000
3,2.5,1690,9626,2,0,1690,0,1984,0,122012,52.7947,-114.282,1860,3,80,535000
4,2.5,2910,7631,2,2,2910,0,2006,0,122024,52.5852,-114.191,3190,1,72,525000
3,2,1720,5525,1,2,960,760,1941,0,122059,52.789,-114.488,1760,3,79,500000
3,1.75,2770,6250,1,0,1580,1190,1978,0,122012,52.6969,-114.193,2420,1,55,492000
3,2,1750,15500,1,0,1490,260,1982,0,122020,52.8187,-114.255,2450,2,69,472500
3,1,950,4250,1.5,0,950,0,1948,0,122044,52.839,-114.497,2130,3,73,469000
3,1.75,1890,7004,1,0,1290,600,1965,0,122051,52.7857,-114.47,1440,1,67,465500
2,1,1170,6000,1,0,970,200,1941,0,122028,52.9294,-114.544,2130,1,68,455000
2,1,1140,5720,1,0,850,290,1947,0,122006,52.9127,-114.488,1410,2,62,455000
2,1,1110,6800,1,0,1000,110,1947,0,122038,52.9484,-114.545,1410,3,65,440150
4,2.75,2340,11034,1,0,1720,620,1967,0,122014,52.9986,-114.468,2370,2,77,440000
2,2,1410,12282,1.5,0,1410,0,1909,1988,122036,52.7542,-114.116,1410,3,78,439900
3,1.5,1120,6900,1,0,1120,0,1956,0,122030,52.8323,-114.322,1300,3,64,439800
3,2.5,2240,6460,2,0,2240,0,2002,0,122008,52.7656,-114.071,2610,3,65,432500
2,1,990,4802,1,0,990,0,1947,0,122007,52.9176,-114.585,1180,3,51,430000
4,2.75,2150,9915,1,0,1240,910,1976,0,122053,52.7678,-114.36,1980,2,77,411000
4,1.75,1790,11875,1,0,1490,300,1969,0,122012,52.752,-114.237,1870,1,50,410000
2,1.75,1710,4234,2,0,1330,380,1920,1979,122016,52.7619,-114.576,1530,2,71,405000
3,1.5,2030,8880,1,0,1330,700,1963,0,122059,52.7886,-114.501,2140,1,70,404000
3,2.5,1495,936,3,0,1405,90,2006,0,122054,52.823,-114.485,1495,1,69,400000
1,1,730,3000,1,0,730,0,1911,0,122026,52.9041,-114.586,1520,1,51,395000
3,2.25,1410,1290,2,0,1290,120,2004,0,122012,52.7645,-114.259,1490,2,64,391000
2,1,1210,4800,1,0,1060,150,1950,0,122059,52.7925,-114.506,1380,3,79,380000
3,1.75,1510,8301,1,0,1510,0,1967,0,122033,52.9543,-114.412,1460,2,79,366000
3,2.5,2680,7836,2,0,2680,0,1990,2009,122023,52.5503,-114.375,2340,3,61,350000
3,1.75,1990,5650,1,1,1320,670,1963,0,122063,52.7386,-114.442,2130,3,78,345000
2,2.5,1175,1366,2,0,740,435,2005,0,122028,52.9262,-114.532,1710,1,79,342000
3,1.5,1320,13200,1,0,1320,0,1970,0,122015,52.7309,-114.333,1730,2,61,327000
5,2.5,3020,21441,1,0,1510,1510,1978,0,122035,52.5692,-114.321,1610,2,75,320000
3,2.25,2130,8721,1,0,1570,560,1987,0,122067,52.6502,-114.394,2130,3,50,316000
3,1,960,6634,1,0,960,0,1952,0,122022,52.9564,-114.5,1570,3,72,315000
2,1.5,1140,2980,2,0,1140,0,1988,0,122011,52.8007,-114.208,1150,2,53,305000
3,1,950,13475,1,0,950,0,1950,0,122014,52.9843,-114.496,1240,3,65,305000
4,2.5,2070,7476,2,0,2070,0,2003,0,122023,52.5652,-114.379,2430,1,62,300000
3,2.5,1950,3600,2,0,1950,0,2010,0,122024,52.5958,-114.211,1870,1,54,298000
3,2.5,2080,4828,2,0,2080,0,2002,0,122035,52.6037,-114.322,2190,1,73,290000
2,2.5,1380,1073,2,0,1140,240,2011,0,122064,52.7762,-114.559,1580,2,62,285000
3,2,1380,4500,1,0,1380,0,2008,0,122024,52.5961,-114.211,1620,3,80,275000
3,1,1450,8820,1,0,1050,400,1958,0,122056,52.6998,-114.454,1510,3,74,274950
4,2.5,1920,8497,2,0,1920,0,1998,0,122023,52.4908,-114.399,1940,2,66,270000
4,2,1850,7560,1,0,1540,310,1978,0,122066,52.5966,-114.467,1620,2,60,250000
3,1,1010,7245,1,0,1010,0,1969,0,122040,52.5638,-114.496,1300,1,53,199950
1,1,720,6000,1,0,720,0,1940,0,122059,52.7566,-114.506,1040,3,58,155000
4,3.5,2790,10125,1.5,0,2790,0,1985,0,122057,52.7951,-114.41,2570,2,68,1300000
4,3.75,2930,3200,1.5,0,2130,800,1925,0,122003,52.873,-114.549,1900,2,62,1100000
4,2,2580,6000,1,0,1300,1280,1950,0,122032,52.8814,-114.603,2300,2,74,1100000
4,3.75,4130,12320,2,0,4130,0,2001,0,122015,52.7494,-114.341,3690,3,79,1070000
4,2.25,2290,5350,2,0,2120,170,1958,0,122032,52.8728,-114.601,2910,1,70,975000
5,2.75,3040,10257,2,0,3040,0,1993,0,122027,52.7831,-114.309,2860,1,74,960000
4,3,4590,9150,2,0,3490,1100,1981,0,122050,52.9534,-114.562,2910,1,80,960000
5,3.5,3490,9680,2,4,2460,1030,1980,0,122050,53.0057,-114.581,3080,2,53,941500
4,2.5,2200,4000,2,0,1430,770,1908,0,122003,52.8702,-114.56,2100,2,50,930000
2,2.5,2680,11214,1,0,2680,0,2006,0,122045,52.9378,-114.209,2305,2,75,930000
4,2.25,3720,12384,1,2,1860,1860,1970,0,122020,52.8136,-114.264,3180,2,55,875000
3,1.75,1370,3850,1,0,770,600,1911,1988,122047,52.8674,-114.469,1390,1,73,850000
5,1,2550,4623,2.5,0,2550,0,1905,0,122044,52.8392,-114.484,1570,1,71,847000
4,2.75,1550,4000,1.5,0,1550,0,1930,0,122004,52.8896,-114.47,2120,1,52,835000
3,3,2080,10521,1.5,0,2080,0,2004,0,122033,52.9287,-114.418,3730,2,56,830000
3,2.25,1840,3500,1.5,0,1540,300,1910,0,122044,52.8363,-114.482,1800,3,77,785200
3,2.5,2430,54059,2,0,2430,0,1987,0,122012,52.6964,-114.182,2910,2,53,770000
4,2.5,2870,12648,2,0,2870,0,1986,0,122011,52.7932,-114.207,2560,3,73,720000
3,1,1030,4958,1,0,1030,0,1952,0,122004,52.8947,-114.467,2230,3,57,718000
3,2,2050,9000,1,0,2050,0,1951,0,122057,52.8185,-114.435,2910,2,54,713250
3,1.5,1660,8797,1,0,1660,0,1956,0,122048,52.8192,-114.392,2350,1,62,712500
3,2,2140,4923,1,0,1070,1070,1928,0,122028,52.9202,-114.529,1470,2,60,710000
4,2.5,2961,12146,2,0,2961,0,1998,0,122020,52.8139,-114.242,2620,1,53,695000
3,2.75,2390,9313,1,0,1390,1000,1942,0,122038,52.9509,-114.521,2390,2,73,689800
3,2.5,2290,2798,3,0,2290,0,1953,1983,122013,52.871,-114.505,2260,1,70,660000
4,2.5,2790,45902,2,0,2790,0,1987,0,122037,52.9974,-114.276,2890,3,50,654950
5,2.75,2550,5040,1.5,0,2550,0,1902,0,122044,52.8436,-114.489,1590,2,61,650000
3,2.5,2370,11172,2,0,2370,0,1993,0,122053,52.7645,-114.369,2550,2,67,640000
3,2.5,1350,3068,2,0,1350,0,1991,0,122044,52.8399,-114.483,1900,2,63,613000
5,2.5,2070,12000,1,0,1340,730,1967,0,122029,52.856,-114.294,2090,1,58,613000
5,2.75,2740,5616,1.5,0,1670,1070,1925,0,122006,52.9166,-114.507,1600,2,73,605000
3,2,2060,4040,1,0,1120,940,1947,0,122028,52.9098,-114.542,1500,2,61,605000
4,2.5,2620,9873,2,0,2620,0,1987,0,122020,52.8122,-114.241,2520,2,80,600000
4,2.5,1960,14242,1,1,1290,670,1958,0,122052,52.7247,-114.559,2490,1,64,600000
4,4.25,2360,57514,2,0,2360,0,1939,1987,122040,52.5143,-114.484,2037,3,67,590000
4,2.5,3150,5886,2,0,3150,0,2014,0,122015,52.7087,-114.312,2650,1,63,580135
3,2.25,3800,33825,1,0,3330,470,1976,0,122035,52.6097,-114.342,3470,2,64,575000
4,2.75,3120,7644,2,0,3120,0,2010,0,122008,52.7456,-114.074,2980,3,51,575000
3,1,1300,6710,1,0,1300,0,1952,0,122057,52.8151,-114.432,1630,1,57,571500
3,2.25,2090,12112,2,0,2090,0,1983,0,122005,52.9315,-114.32,1760,3,55,562100
3,1.75,2000,10182,1,0,1400,600,1963,0,122010,52.8916,-114.365,2050,2,54,560000
4,2.5,2170,9600,1,0,1460,710,1980,0,122005,52.9089,-114.306,1940,3,55,550000
3,2.5,2110,11165,2,0,2110,0,2001,0,122021,52.9808,-114.36,2110,1,80,548000
3,1.75,1810,3000,1.5,0,1810,0,1903,0,122026,52.8899,-114.553,1140,1,63,545000
3,1.75,1250,6041,1.5,0,1250,0,1942,0,122006,52.92,-114.494,1180,1,73,530000
3,2.5,2190,4882,2,0,2190,0,1999,0,122014,52.9941,-114.496,2190,3,67,503000
3,1.75,1620,4200,1,0,830,790,1945,0,122006,52.9043,-114.475,1580,2,50,500000
4,2.25,2220,8872,1,0,1110,1110,1961,0,122027,52.7791,-114.36,2220,1,55,495000
5,2.75,2670,3800,2,0,2670,0,2014,0,122015,52.7083,-114.313,2670,3,64,494995
3,2.5,2600,7210,2,0,2600,0,1989,0,122015,52.7423,-114.341,2350,2,72,475000
3,2.25,1800,43647,1,0,1800,0,1976,0,122021,53.0057,-114.322,2480,1,52,474900
4,2.5,3030,9687,2,0,2020,1010,1998,0,122025,52.715,-113.989,2050,1,61,471000
5,2.75,2040,7488,1,0,1200,840,1969,0,122033,52.9589,-114.362,1530,3,50,449500
2,1,1230,6600,1,0,1130,100,1906,0,122051,52.7873,-114.472,1260,2,74,440000
3,2.25,1680,57063,2,0,1680,0,1989,0,122025,52.6969,-113.955,1910,1,78,440000
5,2,2120,137565,1.5,0,2120,0,1913,0,122069,52.6858,-114.697,2120,1,54,437000
3,1.75,2220,132858,1,0,1110,1110,1988,0,122012,52.7153,-114.224,2130,2,60,435000
3,2.5,1970,4036,2,0,1970,0,2003,0,122008,52.7635,-114.059,1960,1,73,432000
3,2,1360,5120,1.5,0,910,450,1924,0,122009,52.7887,-114.583,1440,2,58,430000
4,2.25,1790,7203,1,0,1110,680,1973,0,122014,53.0009,-114.484,2270,2,64,430000
3,3,2340,5002,2,0,2340,0,2013,0,122025,52.7131,-113.963,2790,3,78,427874
3,2.25,1660,6000,1,0,1110,550,1979,0,122044,52.8413,-114.487,1440,1,63,425000
3,2.25,1870,9000,1,0,1440,430,1978,0,122017,52.9673,-114.388,1870,2,68,425000
2,2.5,1140,1182,3,0,1140,0,2007,0,122026,52.9013,-114.573,1290,1,57,425000
3,1.75,1660,9600,1,0,1380,280,1981,0,122017,52.9901,-114.357,2030,3,68,420000
2,1.75,1370,5125,1,0,1370,0,1944,0,122028,52.9226,-114.536,1200,3,80,409950
3,3.25,2780,4002,2,0,2780,0,2009,0,122055,52.9648,-114.156,1890,1,68,402500
3,1.5,1200,4800,1,0,1200,0,1962,0,122030,52.8384,-114.326,1510,1,55,400000
3,2.25,1450,4706,2,0,1450,0,2009,0,122058,52.991,-114.422,1490,2,57,400000
3,2,1080,7236,1,0,1080,0,1947,0,122022,52.9443,-114.51,1120,2,75,390000
6,1.5,2550,33740,1,0,1750,800,1958,0,122018,52.5522,-114.552,2010,1,59,375900
3,2.5,1720,99916,2,0,1720,0,1990,0,122035,52.5691,-114.283,1340,2,79,365000
4,2.5,2240,3712,2,0,2240,0,2014,0,122024,52.5851,-114.251,2530,3,50,363990
3,2.5,1950,8130,2,0,1950,0,1990,0,122035,52.6175,-114.351,2350,1,76,328500
3,1.75,2250,26337,1,0,2250,0,1980,0,122023,52.5332,-114.313,1830,2,58,325000
3,2,1880,10758,1,0,940,940,1952,0,122015,52.7391,-114.334,2060,3,71,320000
3,3.25,1530,1602,2,0,1140,390,2013,0,122034,52.7855,-114.552,1450,2,62,320000
5,2.5,2090,4698,2,0,2090,0,1998,0,122024,52.5838,-114.215,2070,2,54,315000
4,2.5,1830,5175,2,0,1830,0,2003,0,122024,52.5865,-114.206,1830,2,79,312000
3,2.25,1540,5338,1,0,770,770,1954,0,122006,52.9242,-114.494,1680,3,76,312000
5,2.75,2481,4045,2,0,2481,0,2014,0,122039,52.4902,-114.474,2363,2,51,309000
2,1,1170,10621,1,0,1170,0,1963,0,122025,52.727,-113.97,1340,1,79,295000
3,1.75,2880,18296,1,0,1580,1300,1958,0,122056,52.7181,-114.471,1380,3,62,285000
2,1.5,1480,15641,1,0,1480,0,1940,0,122052,52.7308,-114.556,1520,2,61,280000
3,1.75,1590,27200,1.5,0,1590,0,1926,0,122024,52.6538,-114.242,1820,1,69,280000
3,2,1410,7622,1,0,1410,0,1983,0,122046,52.6573,-114.337,1830,2,63,272500
3,1.75,1970,10270,1,0,1970,0,1966,0,122066,52.5919,-114.475,1970,1,66,268000
2,1.75,1220,5000,1,0,860,360,1921,0,122042,52.7206,-114.394,1120,2,52,253000
3,2.25,1765,7652,2,0,1765,0,1996,0,122040,52.5372,-114.518,1765,3,55,250000
3,1.75,1340,16480,1,0,1340,0,1968,0,122035,52.594,-114.352,1520,2,73,239000
3,1,1040,6860,2,0,1040,0,1942,0,122052,52.7421,-114.565,1030,2,62,239000
3,2,1530,8700,1,0,1530,0,1970,0,122042,52.6829,-114.397,1960,3,73,235000
2,1,720,4840,1,0,720,0,1947,0,122064,52.7834,-114.565,1510,3,66,235000
3,1,1250,15603,1,0,1250,0,1959,0,122053,52.7393,-114.362,1720,3,64,235000
2,1,940,5375,1,0,940,0,1952,0,122043,52.6506,-114.514,1200,3,56,234000
3,2,1440,5000,1,0,720,720,1942,2007,122053,52.7247,-114.375,1120,2,75,230000
3,1,1200,9936,1,0,1200,0,1969,0,122024,52.5909,-114.219,1200,1,65,225000
3,1,1030,9120,1,0,1030,0,1961,0,122066,52.5907,-114.481,1470,3,50,223000
3,2,1200,9566,1,0,1200,0,1995,0,122039,52.4949,-114.442,1590,3,68,222400
3,1,1110,7962,1,0,1110,0,1962,0,122052,52.7335,-114.55,1200,3,76,210000
3,1,1060,9600,1,0,1060,0,1962,0,122018,52.5178,-114.548,1060,3,80,206000
3,1.5,1180,9048,1,0,1180,0,1960,0,122060,52.6627,-114.518,1460,2,65,193000
2,2.5,1240,2689,2,0,1240,0,1986,0,122040,52.5536,-114.513,1430,3,68,174500
3,1,1320,8220,1,0,1320,0,1959,0,122043,52.5997,-114.499,1320,2,77,150000
5,3.25,3410,9088,2,3,2760,650,1912,0,122003,52.8585,-114.551,3540,3,54,2400000
6,4.5,3810,28176,1,4,3810,0,1969,0,122050,52.9912,-114.571,3810,3,66,2010000
3,2.5,2660,13367,2,2,2660,0,1992,0,122048,52.8801,-114.407,2660,1,50,1900000
5,2.5,3200,17204,1,0,2160,1040,1952,0,122048,52.8509,-114.412,4090,3,64,1270000
5,3.5,3880,13885,2,3,2540,1340,1979,0,122027,52.7996,-114.346,3690,2,50,1130000
5,2.75,2660,8737,1,4,1470,1190,1969,0,122027,52.7967,-114.345,3280,1,52,1100000
3,1.75,2640,8000,1,3,1320,1320,1960,0,122057,52.8126,-114.436,2740,1,69,1030000
5,3.5,3280,4000,2,0,2440,840,2003,0,122007,52.919,-114.586,1980,3,63,989000
4,2.5,2770,8642,2,0,2770,0,1987,0,122030,52.8899,-114.336,2670,1,51,907500
4,2.75,3790,10669,2,0,3790,0,1999,0,122020,52.8276,-114.173,3750,2,50,875000
3,1.75,2090,5414,2,0,1610,480,1947,2013,122032,52.887,-114.584,1280,3,56,865000
3,3.25,4720,32467,2,2,3190,1530,1998,0,122015,52.738,-114.303,3260,3,77,860000
4,2.5,2700,9320,2,0,2700,0,1994,0,122010,52.9161,-114.388,2120,1,72,837500
3,2.25,2430,5500,2,0,1810,620,1989,0,122010,52.9112,-114.386,2040,2,62,791000
3,1.75,1670,9600,1,0,1670,0,1961,0,122057,52.8054,-114.423,1900,1,63,785000
3,2,1630,7599,1,0,1630,0,2006,0,122007,52.9281,-114.566,2030,3,69,767450
4,3,4410,5104,2,0,3400,1010,2006,0,122008,52.7692,-114.051,4390,3,57,765000
3,2,1990,3990,1,0,1130,860,1912,0,122028,52.8872,-114.523,1710,2,58,760500
4,2.5,2730,36183,2,0,2730,0,1986,0,122005,52.9336,-114.317,2710,1,55,760000
4,2.75,3370,12447,2,0,3370,0,1991,0,122037,52.9609,-114.248,3700,3,51,760000
4,1,1540,115434,1.5,0,1540,0,1923,0,122067,52.6463,-114.41,2027,1,55,759600
3,2.25,2370,9619,1,0,1650,720,1973,0,122005,52.8666,-114.289,1960,1,78,746000
3,3.25,1540,704,3,0,1540,0,2011,0,122044,52.8477,-114.498,1540,2,58,742000
4,2.5,2770,45514,2,0,2770,0,1989,0,122037,53.0051,-114.278,2940,3,75,685000
3,2.25,2560,41346,2,0,2560,0,1986,0,122012,52.7171,-114.255,3040,3,55,658588
4,2.5,3290,6203,2,0,3290,0,2008,0,122008,52.7741,-114.05,2990,1,69,648000
4,2.25,2500,8500,1,0,1600,900,1978,0,122027,52.7915,-114.321,2290,2,61,646000
3,2.5,1690,1553,2.5,0,1690,0,2007,0,122032,52.8743,-114.575,1910,1,61,640000
4,3.5,2910,5260,2,0,2910,0,2012,0,122008,52.7468,-114.073,2910,2,57,610000
4,2.5,4060,9734,1,4,2150,1910,1977,0,122058,52.9978,-114.444,2750,3,66,603500
3,2.5,1780,1487,3,0,1600,180,2006,0,122026,52.8839,-114.541,1780,2,52,586500
6,2.75,2630,16411,1,0,1650,980,1974,0,122005,52.8609,-114.283,2250,2,68,583000
3,2.25,1830,7897,1,0,1290,540,1986,0,122005,52.9214,-114.293,1990,1,69,572000
5,2.5,2650,11455,1,0,1400,1250,1961,0,122029,52.8441,-114.306,1960,3,54,565000
3,2.5,2070,12708,2,0,2070,0,1996,0,122053,52.7595,-114.37,2620,1,76,560000
4,2.25,2740,88426,2,0,2740,0,1991,0,122012,52.7034,-114.196,2740,3,51,549000
5,2.5,2730,17240,1,0,1660,1070,1958,0,122058,52.9946,-114.457,2250,1,75,545000
3,1,1050,4160,1,0,1050,0,1925,0,122006,52.9056,-114.49,1580,1,72,540000
3,2.5,1710,2300,2,0,1570,140,2005,0,122005,52.9043,-114.332,2120,3,74,539000
3,2.5,1820,4910,2,0,1820,0,1993,0,122011,52.8003,-114.186,2090,3,74,532000
4,1.75,2020,7029,1,0,1430,590,1979,0,122005,52.9283,-114.317,1780,3,73,532000
3,2,1540,7800,1,0,1540,0,2004,0,122022,52.9341,-114.478,1510,3,64,525000
